"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IRL","CPI","TOT","AGRWTH","M","2022-07",9.12584,
"IRL","CPI","TOT","AGRWTH","M","2022-08",8.6915,
"ITA","CPI","TOT","AGRWTH","M","2019-10",0.1949318,
"ITA","CPI","TOT","AGRWTH","M","2019-11",0.1953125,
"ITA","CPI","TOT","AGRWTH","M","2019-12",0.4887586,
"ITA","CPI","TOT","AGRWTH","M","2020-01",0.4882813,
"ITA","CPI","TOT","AGRWTH","M","2020-02",0.2926829,
"ITA","CPI","TOT","AGRWTH","M","2020-03",0.09727626,
"ITA","CPI","TOT","AGRWTH","M","2020-04",0,
"ITA","CPI","TOT","AGRWTH","M","2020-05",-0.1941748,
"ITA","CPI","TOT","AGRWTH","M","2020-06",-0.1939864,
"ITA","CPI","TOT","AGRWTH","M","2020-07",-0.3879728,
"ITA","CPI","TOT","AGRWTH","M","2020-08",-0.4830918,
"ITA","CPI","TOT","AGRWTH","M","2020-09",-0.5830904,
"ITA","CPI","TOT","AGRWTH","M","2020-10",-0.2918288,
"ITA","CPI","TOT","AGRWTH","M","2020-11",-0.1949318,
"ITA","CPI","TOT","AGRWTH","M","2020-12",-0.1945525,
"ITA","CPI","TOT","AGRWTH","M","2021-01",0.3887269,
"ITA","CPI","TOT","AGRWTH","M","2021-02",0.5836576,
"ITA","CPI","TOT","AGRWTH","M","2021-03",0.7774538,
"ITA","CPI","TOT","AGRWTH","M","2021-04",1.067961,
"ITA","CPI","TOT","AGRWTH","M","2021-05",1.264591,
"ITA","CPI","TOT","AGRWTH","M","2021-06",1.263363,
"ITA","CPI","TOT","AGRWTH","M","2021-07",1.94742,
"ITA","CPI","TOT","AGRWTH","M","2021-08",2.038835,
"ITA","CPI","TOT","AGRWTH","M","2021-09",2.541544,
"ITA","CPI","TOT","AGRWTH","M","2021-10",3.02439,
"ITA","CPI","TOT","AGRWTH","M","2021-11",3.710938,
"ITA","CPI","TOT","AGRWTH","M","2021-12",3.898635,
"ITA","CPI","TOT","AGRWTH","M","2022-01",4.840271,
"ITA","CPI","TOT","AGRWTH","M","2022-02",5.705996,
"ITA","CPI","TOT","AGRWTH","M","2022-03",6.460945,
"ITA","CPI","TOT","AGRWTH","M","2022-04",5.955812,
"ITA","CPI","TOT","AGRWTH","M","2022-05",6.820365,
"ITA","CPI","TOT","AGRWTH","M","2022-06",7.965451,
"ITA","CPI","TOT","AGRWTH","M","2022-07",7.927412,
"ITA","CPI","TOT","AGRWTH","M","2022-08",8.372978,
"JPN","CPI","TOT","AGRWTH","M","2019-10",0.2,
"JPN","CPI","TOT","AGRWTH","M","2019-11",0.5,
"JPN","CPI","TOT","AGRWTH","M","2019-12",0.8,
"JPN","CPI","TOT","AGRWTH","M","2020-01",0.7,
"JPN","CPI","TOT","AGRWTH","M","2020-02",0.4,
"JPN","CPI","TOT","AGRWTH","M","2020-03",0.4,
"JPN","CPI","TOT","AGRWTH","M","2020-04",0.1,
"JPN","CPI","TOT","AGRWTH","M","2020-05",0.1,
"JPN","CPI","TOT","AGRWTH","M","2020-06",0.1,
"JPN","CPI","TOT","AGRWTH","M","2020-07",0.3,
"JPN","CPI","TOT","AGRWTH","M","2020-08",0.2,
"JPN","CPI","TOT","AGRWTH","M","2020-09",0,
"JPN","CPI","TOT","AGRWTH","M","2020-10",-0.4,
"JPN","CPI","TOT","AGRWTH","M","2020-11",-0.9,
"JPN","CPI","TOT","AGRWTH","M","2020-12",-1.2,
"JPN","CPI","TOT","AGRWTH","M","2021-01",-0.7,
"JPN","CPI","TOT","AGRWTH","M","2021-02",-0.5,
"JPN","CPI","TOT","AGRWTH","M","2021-03",-0.4,
"JPN","CPI","TOT","AGRWTH","M","2021-04",-1.1,
"JPN","CPI","TOT","AGRWTH","M","2021-05",-0.8,
"JPN","CPI","TOT","AGRWTH","M","2021-06",-0.5,
"JPN","CPI","TOT","AGRWTH","M","2021-07",-0.3,
"JPN","CPI","TOT","AGRWTH","M","2021-08",-0.4,
"JPN","CPI","TOT","AGRWTH","M","2021-09",0.2,
"JPN","CPI","TOT","AGRWTH","M","2021-10",0.1,
"JPN","CPI","TOT","AGRWTH","M","2021-11",0.6,
"JPN","CPI","TOT","AGRWTH","M","2021-12",0.8,
"JPN","CPI","TOT","AGRWTH","M","2022-01",0.5,
"JPN","CPI","TOT","AGRWTH","M","2022-02",0.9,
"JPN","CPI","TOT","AGRWTH","M","2022-03",1.2,
"JPN","CPI","TOT","AGRWTH","M","2022-04",2.5,
"JPN","CPI","TOT","AGRWTH","M","2022-05",2.5,
"JPN","CPI","TOT","AGRWTH","M","2022-06",2.4,
"JPN","CPI","TOT","AGRWTH","M","2022-07",2.6,
"JPN","CPI","TOT","AGRWTH","M","2022-08",3,
"KOR","CPI","TOT","AGRWTH","M","2019-10",0,
"KOR","CPI","TOT","AGRWTH","M","2019-11",0.1520185,
"KOR","CPI","TOT","AGRWTH","M","2019-12",0.7384734,
"KOR","CPI","TOT","AGRWTH","M","2020-01",1.219611,
"KOR","CPI","TOT","AGRWTH","M","2020-02",0.8548902,
"KOR","CPI","TOT","AGRWTH","M","2020-03",0.8262628,
"KOR","CPI","TOT","AGRWTH","M","2020-04",0.01909912,
"KOR","CPI","TOT","AGRWTH","M","2020-05",-0.2127403,
"KOR","CPI","TOT","AGRWTH","M","2020-06",0.2201204,
"KOR","CPI","TOT","AGRWTH","M","2020-07",0.4466311,
"KOR","CPI","TOT","AGRWTH","M","2020-08",0.7694242,
"KOR","CPI","TOT","AGRWTH","M","2020-09",0.9479528,
"KOR","CPI","TOT","AGRWTH","M","2020-10",0.138943,
"KOR","CPI","TOT","AGRWTH","M","2020-11",0.6121772,
"KOR","CPI","TOT","AGRWTH","M","2020-12",0.6127217,
"KOR","CPI","TOT","AGRWTH","M","2021-01",0.9491458,
"KOR","CPI","TOT","AGRWTH","M","2021-02",1.417732,
"KOR","CPI","TOT","AGRWTH","M","2021-03",1.901141,
"KOR","CPI","TOT","AGRWTH","M","2021-04",2.492462,
"KOR","CPI","TOT","AGRWTH","M","2021-05",2.624698,
"KOR","CPI","TOT","AGRWTH","M","2021-06",2.346806,
"KOR","CPI","TOT","AGRWTH","M","2021-07",2.639767,
"KOR","CPI","TOT","AGRWTH","M","2021-08",2.555145,
"KOR","CPI","TOT","AGRWTH","M","2021-09",2.41215,
"KOR","CPI","TOT","AGRWTH","M","2021-10",3.164304,
"KOR","CPI","TOT","AGRWTH","M","2021-11",3.776601,
"KOR","CPI","TOT","AGRWTH","M","2021-12",3.697797,
"KOR","CPI","TOT","AGRWTH","M","2022-01",3.612431,
"KOR","CPI","TOT","AGRWTH","M","2022-02",3.662138,
"KOR","CPI","TOT","AGRWTH","M","2022-03",4.143755,
"KOR","CPI","TOT","AGRWTH","M","2022-04",4.775446,
"KOR","CPI","TOT","AGRWTH","M","2022-05",5.399314,
"KOR","CPI","TOT","AGRWTH","M","2022-06",6.046056,
"KOR","CPI","TOT","AGRWTH","M","2022-07",6.336789,
"KOR","CPI","TOT","AGRWTH","M","2022-08",5.712895,
"LUX","CPI","TOT","AGRWTH","M","2019-10",1.146241,
"LUX","CPI","TOT","AGRWTH","M","2019-11",1.213453,
"LUX","CPI","TOT","AGRWTH","M","2019-12",1.687117,
"LUX","CPI","TOT","AGRWTH","M","2020-01",1.934236,
"LUX","CPI","TOT","AGRWTH","M","2020-02",1.676669,
"LUX","CPI","TOT","AGRWTH","M","2020-03",0.8560015,
"LUX","CPI","TOT","AGRWTH","M","2020-04",0.6171081,
"LUX","CPI","TOT","AGRWTH","M","2020-05",0.1893581,
"LUX","CPI","TOT","AGRWTH","M","2020-06",0.7484605,
"LUX","CPI","TOT","AGRWTH","M","2020-07",0.9443861,
"LUX","CPI","TOT","AGRWTH","M","2020-08",0.5940034,
"LUX","CPI","TOT","AGRWTH","M","2020-09",0.6798867,
"LUX","CPI","TOT","AGRWTH","M","2020-10",0.6610634,
"LUX","CPI","TOT","AGRWTH","M","2020-11",0.4153686,
"LUX","CPI","TOT","AGRWTH","M","2020-12",0.556184,
"LUX","CPI","TOT","AGRWTH","M","2021-01",1.878558,
"LUX","CPI","TOT","AGRWTH","M","2021-02",-0.08432493,
"LUX","CPI","TOT","AGRWTH","M","2021-03",1.980385,
"LUX","CPI","TOT","AGRWTH","M","2021-04",2.085299,
"LUX","CPI","TOT","AGRWTH","M","2021-05",2.532603,
"LUX","CPI","TOT","AGRWTH","M","2021-06",2.200489,
"LUX","CPI","TOT","AGRWTH","M","2021-07",2.305802,
"LUX","CPI","TOT","AGRWTH","M","2021-08",2.455713,
"LUX","CPI","TOT","AGRWTH","M","2021-09",2.673044,
"LUX","CPI","TOT","AGRWTH","M","2021-10",3.621353,
"LUX","CPI","TOT","AGRWTH","M","2021-11",4.521952,
"LUX","CPI","TOT","AGRWTH","M","2021-12",4.14362,
"LUX","CPI","TOT","AGRWTH","M","2022-01",3.576085,
"LUX","CPI","TOT","AGRWTH","M","2022-02",6.564141,
"LUX","CPI","TOT","AGRWTH","M","2022-03",6.140189,
"LUX","CPI","TOT","AGRWTH","M","2022-04",6.959978,
"LUX","CPI","TOT","AGRWTH","M","2022-05",6.792627,
"LUX","CPI","TOT","AGRWTH","M","2022-06",7.425469,
"LUX","CPI","TOT","AGRWTH","M","2022-07",6.7615,
"LUX","CPI","TOT","AGRWTH","M","2022-08",6.760589,
"MEX","CPI","TOT","AGRWTH","M","2019-10",3.019519,
"MEX","CPI","TOT","AGRWTH","M","2019-11",2.974497,
"MEX","CPI","TOT","AGRWTH","M","2019-12",2.828577,
"MEX","CPI","TOT","AGRWTH","M","2020-01",3.238352,
"MEX","CPI","TOT","AGRWTH","M","2020-02",3.696194,
"MEX","CPI","TOT","AGRWTH","M","2020-03",3.249063,
"MEX","CPI","TOT","AGRWTH","M","2020-04",2.148149,
"MEX","CPI","TOT","AGRWTH","M","2020-05",2.837271,
"MEX","CPI","TOT","AGRWTH","M","2020-06",3.334011,
"MEX","CPI","TOT","AGRWTH","M","2020-07",3.623405,
"MEX","CPI","TOT","AGRWTH","M","2020-08",4.048423,
"MEX","CPI","TOT","AGRWTH","M","2020-09",4.013777,
"MEX","CPI","TOT","AGRWTH","M","2020-10",4.086964,
"MEX","CPI","TOT","AGRWTH","M","2020-11",3.331878,
"MEX","CPI","TOT","AGRWTH","M","2020-12",3.150074,
"MEX","CPI","TOT","AGRWTH","M","2021-01",3.535093,
"MEX","CPI","TOT","AGRWTH","M","2021-02",3.75904,
"MEX","CPI","TOT","AGRWTH","M","2021-03",4.666879,
"MEX","CPI","TOT","AGRWTH","M","2021-04",6.084819,
"MEX","CPI","TOT","AGRWTH","M","2021-05",5.893823,
"MEX","CPI","TOT","AGRWTH","M","2021-06",5.878606,
"MEX","CPI","TOT","AGRWTH","M","2021-07",5.805815,
"MEX","CPI","TOT","AGRWTH","M","2021-08",5.592072,
"MEX","CPI","TOT","AGRWTH","M","2021-09",6.000148,
"MEX","CPI","TOT","AGRWTH","M","2021-10",6.239542,
"MEX","CPI","TOT","AGRWTH","M","2021-11",7.374881,
"MEX","CPI","TOT","AGRWTH","M","2021-12",7.355108,
"MEX","CPI","TOT","AGRWTH","M","2022-01",7.070139,
"MEX","CPI","TOT","AGRWTH","M","2022-02",7.279974,
"MEX","CPI","TOT","AGRWTH","M","2022-03",7.453677,
"MEX","CPI","TOT","AGRWTH","M","2022-04",7.682503,
"MEX","CPI","TOT","AGRWTH","M","2022-05",7.652621,
"MEX","CPI","TOT","AGRWTH","M","2022-06",7.986339,
"MEX","CPI","TOT","AGRWTH","M","2022-07",8.150806,
"MEX","CPI","TOT","AGRWTH","M","2022-08",8.695423,
"NLD","CPI","TOT","AGRWTH","M","2019-10",2.722393,
"NLD","CPI","TOT","AGRWTH","M","2019-11",2.555972,
"NLD","CPI","TOT","AGRWTH","M","2019-12",2.721939,
"NLD","CPI","TOT","AGRWTH","M","2020-01",1.845267,
"NLD","CPI","TOT","AGRWTH","M","2020-02",1.590931,
"NLD","CPI","TOT","AGRWTH","M","2020-03",1.404574,
"NLD","CPI","TOT","AGRWTH","M","2020-04",1.187783,
"NLD","CPI","TOT","AGRWTH","M","2020-05",1.170474,
"NLD","CPI","TOT","AGRWTH","M","2020-06",1.577853,
"NLD","CPI","TOT","AGRWTH","M","2020-07",1.674462,
"NLD","CPI","TOT","AGRWTH","M","2020-08",0.7078328,
"NLD","CPI","TOT","AGRWTH","M","2020-09",1.105904,
"NLD","CPI","TOT","AGRWTH","M","2020-10",1.222471,
"NLD","CPI","TOT","AGRWTH","M","2020-11",0.8245105,
"NLD","CPI","TOT","AGRWTH","M","2020-12",0.9831461,
"NLD","CPI","TOT","AGRWTH","M","2021-01",1.557045,
"NLD","CPI","TOT","AGRWTH","M","2021-02",1.809827,
"NLD","CPI","TOT","AGRWTH","M","2021-03",1.890501,
"NLD","CPI","TOT","AGRWTH","M","2021-04",1.881871,
"NLD","CPI","TOT","AGRWTH","M","2021-05",2.127263,
"NLD","CPI","TOT","AGRWTH","M","2021-06",2.009115,
"NLD","CPI","TOT","AGRWTH","M","2021-07",1.416874,
"NLD","CPI","TOT","AGRWTH","M","2021-08",2.386017,
"NLD","CPI","TOT","AGRWTH","M","2021-09",2.697442,
"NLD","CPI","TOT","AGRWTH","M","2021-10",3.4203,
"NLD","CPI","TOT","AGRWTH","M","2021-11",5.166806,
"NLD","CPI","TOT","AGRWTH","M","2021-12",5.711637,
"NLD","CPI","TOT","AGRWTH","M","2022-01",6.42074,
"NLD","CPI","TOT","AGRWTH","M","2022-02",6.171134,
"NLD","CPI","TOT","AGRWTH","M","2022-03",9.727198,
"NLD","CPI","TOT","AGRWTH","M","2022-04",9.555596,
"NLD","CPI","TOT","AGRWTH","M","2022-05",8.761191,
"NLD","CPI","TOT","AGRWTH","M","2022-06",8.552932,
"NLD","CPI","TOT","AGRWTH","M","2022-07",10.28758,
"NLD","CPI","TOT","AGRWTH","M","2022-08",11.95917,
"NOR","CPI","TOT","AGRWTH","M","2019-10",1.829826,
"NOR","CPI","TOT","AGRWTH","M","2019-11",1.639344,
"NOR","CPI","TOT","AGRWTH","M","2019-12",1.36612,
"NOR","CPI","TOT","AGRWTH","M","2020-01",1.829826,
"NOR","CPI","TOT","AGRWTH","M","2020-02",0.907441,
"NOR","CPI","TOT","AGRWTH","M","2020-03",0.7246377,
"NOR","CPI","TOT","AGRWTH","M","2020-04",0.8122744,
"NOR","CPI","TOT","AGRWTH","M","2020-05",1.266968,
"NOR","CPI","TOT","AGRWTH","M","2020-06",1.356239,
"NOR","CPI","TOT","AGRWTH","M","2020-07",1.346499,
"NOR","CPI","TOT","AGRWTH","M","2020-08",1.717902,
"NOR","CPI","TOT","AGRWTH","M","2020-09",1.620162,
"NOR","CPI","TOT","AGRWTH","M","2020-10",1.707098,
"NOR","CPI","TOT","AGRWTH","M","2020-11",0.7168459,
"NOR","CPI","TOT","AGRWTH","M","2020-12",1.437556,
"NOR","CPI","TOT","AGRWTH","M","2021-01",2.515723,
"NOR","CPI","TOT","AGRWTH","M","2021-02",3.327338,
"NOR","CPI","TOT","AGRWTH","M","2021-03",3.057554,
"NOR","CPI","TOT","AGRWTH","M","2021-04",2.954342,
"NOR","CPI","TOT","AGRWTH","M","2021-05",2.680965,
"NOR","CPI","TOT","AGRWTH","M","2021-06",2.854594,
"NOR","CPI","TOT","AGRWTH","M","2021-07",3.011515,
"NOR","CPI","TOT","AGRWTH","M","2021-08",3.377778,
"NOR","CPI","TOT","AGRWTH","M","2021-09",4.074402,
"NOR","CPI","TOT","AGRWTH","M","2021-10",3.533569,
"NOR","CPI","TOT","AGRWTH","M","2021-11",5.071174,
"NOR","CPI","TOT","AGRWTH","M","2021-12",5.314437,
"NOR","CPI","TOT","AGRWTH","M","2022-01",3.242769,
"NOR","CPI","TOT","AGRWTH","M","2022-02",3.655353,
"NOR","CPI","TOT","AGRWTH","M","2022-03",4.537522,
"NOR","CPI","TOT","AGRWTH","M","2022-04",5.391304,
"NOR","CPI","TOT","AGRWTH","M","2022-05",5.744125,
"NOR","CPI","TOT","AGRWTH","M","2022-06",6.33131,
"NOR","CPI","TOT","AGRWTH","M","2022-07",6.792778,
"NOR","CPI","TOT","AGRWTH","M","2022-08",6.534824,
"POL","CPI","TOT","AGRWTH","M","2019-10",2.5,
"POL","CPI","TOT","AGRWTH","M","2019-11",2.6,
"POL","CPI","TOT","AGRWTH","M","2019-12",3.4,
"POL","CPI","TOT","AGRWTH","M","2020-01",4.3,
"POL","CPI","TOT","AGRWTH","M","2020-02",4.7,
"POL","CPI","TOT","AGRWTH","M","2020-03",4.6,
"POL","CPI","TOT","AGRWTH","M","2020-04",3.4,
"POL","CPI","TOT","AGRWTH","M","2020-05",2.9,
"POL","CPI","TOT","AGRWTH","M","2020-06",3.3,
"POL","CPI","TOT","AGRWTH","M","2020-07",3,
"POL","CPI","TOT","AGRWTH","M","2020-08",2.9,
"POL","CPI","TOT","AGRWTH","M","2020-09",3.2,
"POL","CPI","TOT","AGRWTH","M","2020-10",3.1,
"POL","CPI","TOT","AGRWTH","M","2020-11",3,
"POL","CPI","TOT","AGRWTH","M","2020-12",2.4,
"POL","CPI","TOT","AGRWTH","M","2021-01",2.6,
"POL","CPI","TOT","AGRWTH","M","2021-02",2.4,
"POL","CPI","TOT","AGRWTH","M","2021-03",3.2,
"POL","CPI","TOT","AGRWTH","M","2021-04",4.3,
"POL","CPI","TOT","AGRWTH","M","2021-05",4.7,
"POL","CPI","TOT","AGRWTH","M","2021-06",4.4,
"POL","CPI","TOT","AGRWTH","M","2021-07",5,
"POL","CPI","TOT","AGRWTH","M","2021-08",5.5,
"POL","CPI","TOT","AGRWTH","M","2021-09",5.9,
"POL","CPI","TOT","AGRWTH","M","2021-10",6.8,
"POL","CPI","TOT","AGRWTH","M","2021-11",7.8,
"POL","CPI","TOT","AGRWTH","M","2021-12",8.6,
"POL","CPI","TOT","AGRWTH","M","2022-01",9.4,
"POL","CPI","TOT","AGRWTH","M","2022-02",8.5,
"POL","CPI","TOT","AGRWTH","M","2022-03",11,
"POL","CPI","TOT","AGRWTH","M","2022-04",12.4,
"POL","CPI","TOT","AGRWTH","M","2022-05",13.9,
"POL","CPI","TOT","AGRWTH","M","2022-06",15.5,
"POL","CPI","TOT","AGRWTH","M","2022-07",15.6,
"POL","CPI","TOT","AGRWTH","M","2022-08",16.1,
"PRT","CPI","TOT","AGRWTH","M","2019-10",0.01533022,
"PRT","CPI","TOT","AGRWTH","M","2019-11",0.3166445,
"PRT","CPI","TOT","AGRWTH","M","2019-12",0.4196492,
"PRT","CPI","TOT","AGRWTH","M","2020-01",0.7997188,
"PRT","CPI","TOT","AGRWTH","M","2020-02",0.3797035,
"PRT","CPI","TOT","AGRWTH","M","2020-03",0.04711765,
"PRT","CPI","TOT","AGRWTH","M","2020-04",-0.218923,
"PRT","CPI","TOT","AGRWTH","M","2020-05",-0.7242223,
"PRT","CPI","TOT","AGRWTH","M","2020-06",0.1251242,
"PRT","CPI","TOT","AGRWTH","M","2020-07",0.142264,
"PRT","CPI","TOT","AGRWTH","M","2020-08",-0.01162678,
"PRT","CPI","TOT","AGRWTH","M","2020-09",-0.1399191,
"PRT","CPI","TOT","AGRWTH","M","2020-10",-0.07184941,
"PRT","CPI","TOT","AGRWTH","M","2020-11",-0.2206637,
"PRT","CPI","TOT","AGRWTH","M","2020-12",-0.2296024,
"PRT","CPI","TOT","AGRWTH","M","2021-01",0.301269,
"PRT","CPI","TOT","AGRWTH","M","2021-02",0.4816082,
"PRT","CPI","TOT","AGRWTH","M","2021-03",0.4546154,
"PRT","CPI","TOT","AGRWTH","M","2021-04",0.5528197,
"PRT","CPI","TOT","AGRWTH","M","2021-05",1.244394,
"PRT","CPI","TOT","AGRWTH","M","2021-06",0.5075029,
"PRT","CPI","TOT","AGRWTH","M","2021-07",1.46604,
"PRT","CPI","TOT","AGRWTH","M","2021-08",1.535882,
"PRT","CPI","TOT","AGRWTH","M","2021-09",1.478887,
"PRT","CPI","TOT","AGRWTH","M","2021-10",1.83108,
"PRT","CPI","TOT","AGRWTH","M","2021-11",2.583629,
"PRT","CPI","TOT","AGRWTH","M","2021-12",2.744237,
"PRT","CPI","TOT","AGRWTH","M","2022-01",3.33974,
"PRT","CPI","TOT","AGRWTH","M","2022-02",4.194359,
"PRT","CPI","TOT","AGRWTH","M","2022-03",5.33119,
"PRT","CPI","TOT","AGRWTH","M","2022-04",7.204314,
"PRT","CPI","TOT","AGRWTH","M","2022-05",7.999125,
"PRT","CPI","TOT","AGRWTH","M","2022-06",8.727304,
"PRT","CPI","TOT","AGRWTH","M","2022-07",9.060604,
"PRT","CPI","TOT","AGRWTH","M","2022-08",8.944199,
"SVK","CPI","TOT","AGRWTH","M","2019-10",2.771226,
"SVK","CPI","TOT","AGRWTH","M","2019-11",2.949852,
"SVK","CPI","TOT","AGRWTH","M","2019-12",2.953337,
"SVK","CPI","TOT","AGRWTH","M","2020-01",3.039158,
"SVK","CPI","TOT","AGRWTH","M","2020-02",2.915452,
"SVK","CPI","TOT","AGRWTH","M","2020-03",2.318841,
"SVK","CPI","TOT","AGRWTH","M","2020-04",2.082128,
"SVK","CPI","TOT","AGRWTH","M","2020-05",1.959654,
"SVK","CPI","TOT","AGRWTH","M","2020-06",1.785714,
"SVK","CPI","TOT","AGRWTH","M","2020-07",1.783659,
"SVK","CPI","TOT","AGRWTH","M","2020-08",1.435132,
"SVK","CPI","TOT","AGRWTH","M","2020-09",1.376147,
"SVK","CPI","TOT","AGRWTH","M","2020-10",1.549053,
"SVK","CPI","TOT","AGRWTH","M","2020-11",1.489971,
"SVK","CPI","TOT","AGRWTH","M","2020-12",1.549053,
"SVK","CPI","TOT","AGRWTH","M","2021-01",0.7373795,
"SVK","CPI","TOT","AGRWTH","M","2021-02",0.8498583,
"SVK","CPI","TOT","AGRWTH","M","2021-03",1.359773,
"SVK","CPI","TOT","AGRWTH","M","2021-04",1.586402,
"SVK","CPI","TOT","AGRWTH","M","2021-05",2.204635,
"SVK","CPI","TOT","AGRWTH","M","2021-06",2.886248,
"SVK","CPI","TOT","AGRWTH","M","2021-07",3.278688,
"SVK","CPI","TOT","AGRWTH","M","2021-08",3.791737,
"SVK","CPI","TOT","AGRWTH","M","2021-09",4.581448,
"SVK","CPI","TOT","AGRWTH","M","2021-10",5.084746,
"SVK","CPI","TOT","AGRWTH","M","2021-11",5.590062,
"SVK","CPI","TOT","AGRWTH","M","2021-12",5.819209,
"SVK","CPI","TOT","AGRWTH","M","2022-01",8.367117,
"SVK","CPI","TOT","AGRWTH","M","2022-02",9.044944,
"SVK","CPI","TOT","AGRWTH","M","2022-03",10.39687,
"SVK","CPI","TOT","AGRWTH","M","2022-04",11.71221,
"SVK","CPI","TOT","AGRWTH","M","2022-05",12.55531,
"SVK","CPI","TOT","AGRWTH","M","2022-06",13.25633,
"SVK","CPI","TOT","AGRWTH","M","2022-07",13.6289,
"SVK","CPI","TOT","AGRWTH","M","2022-08",14.06761,
"ESP","CPI","TOT","AGRWTH","M","2019-10",0.1287356,
"ESP","CPI","TOT","AGRWTH","M","2019-11",0.408109,
"ESP","CPI","TOT","AGRWTH","M","2019-12",0.7880488,
"ESP","CPI","TOT","AGRWTH","M","2020-01",1.096945,
"ESP","CPI","TOT","AGRWTH","M","2020-02",0.730897,
"ESP","CPI","TOT","AGRWTH","M","2020-03",-0.01758578,
"ESP","CPI","TOT","AGRWTH","M","2020-04",-0.7168899,
"ESP","CPI","TOT","AGRWTH","M","2020-05",-0.915837,
"ESP","CPI","TOT","AGRWTH","M","2020-06",-0.3417964,
"ESP","CPI","TOT","AGRWTH","M","2020-07",-0.6198964,
"ESP","CPI","TOT","AGRWTH","M","2020-08",-0.5192718,
"ESP","CPI","TOT","AGRWTH","M","2020-09",-0.3698781,
"ESP","CPI","TOT","AGRWTH","M","2020-10",-0.8091754,
"ESP","CPI","TOT","AGRWTH","M","2020-11",-0.8149378,
"ESP","CPI","TOT","AGRWTH","M","2020-12",-0.5321318,
"ESP","CPI","TOT","AGRWTH","M","2021-01",0.457077,
"ESP","CPI","TOT","AGRWTH","M","2021-02",-0.01649076,
"ESP","CPI","TOT","AGRWTH","M","2021-03",1.341928,
"ESP","CPI","TOT","AGRWTH","M","2021-04",2.229122,
"ESP","CPI","TOT","AGRWTH","M","2021-05",2.717201,
"ESP","CPI","TOT","AGRWTH","M","2021-06",2.732454,
"ESP","CPI","TOT","AGRWTH","M","2021-07",2.881537,
"ESP","CPI","TOT","AGRWTH","M","2021-08",3.301745,
"ESP","CPI","TOT","AGRWTH","M","2021-09",4.007239,
"ESP","CPI","TOT","AGRWTH","M","2021-10",5.366842,
"ESP","CPI","TOT","AGRWTH","M","2021-11",5.516243,
"ESP","CPI","TOT","AGRWTH","M","2021-12",6.549901,
"ESP","CPI","TOT","AGRWTH","M","2022-01",6.132215,
"ESP","CPI","TOT","AGRWTH","M","2022-02",7.623083,
"ESP","CPI","TOT","AGRWTH","M","2022-03",9.818375,
"ESP","CPI","TOT","AGRWTH","M","2022-04",8.344685,
"ESP","CPI","TOT","AGRWTH","M","2022-05",8.727353,
"ESP","CPI","TOT","AGRWTH","M","2022-06",10.2163,
"ESP","CPI","TOT","AGRWTH","M","2022-07",10.77025,
"ESP","CPI","TOT","AGRWTH","M","2022-08",10.54911,
"SWE","CPI","TOT","AGRWTH","M","2019-10",1.608611,
"SWE","CPI","TOT","AGRWTH","M","2019-11",1.803874,
"SWE","CPI","TOT","AGRWTH","M","2019-12",1.750685,
"SWE","CPI","TOT","AGRWTH","M","2020-01",1.296567,
"SWE","CPI","TOT","AGRWTH","M","2020-02",1.042233,
"SWE","CPI","TOT","AGRWTH","M","2020-03",0.6389584,
"SWE","CPI","TOT","AGRWTH","M","2020-04",-0.3621562,
"SWE","CPI","TOT","AGRWTH","M","2020-05",-0.01194208,
"SWE","CPI","TOT","AGRWTH","M","2020-06",0.7085837,
"SWE","CPI","TOT","AGRWTH","M","2020-07",0.5270995,
"SWE","CPI","TOT","AGRWTH","M","2020-08",0.8014594,
"SWE","CPI","TOT","AGRWTH","M","2020-09",0.3929156,
"SWE","CPI","TOT","AGRWTH","M","2020-10",0.2767528,
"SWE","CPI","TOT","AGRWTH","M","2020-11",0.1902723,
"SWE","CPI","TOT","AGRWTH","M","2020-12",0.4915897,
"SWE","CPI","TOT","AGRWTH","M","2021-01",1.583439,
"SWE","CPI","TOT","AGRWTH","M","2021-02",1.357371,
"SWE","CPI","TOT","AGRWTH","M","2021-03",1.686083,
"SWE","CPI","TOT","AGRWTH","M","2021-04",2.243917,
"SWE","CPI","TOT","AGRWTH","M","2021-05",1.830343,
"SWE","CPI","TOT","AGRWTH","M","2021-06",1.330008,
"SWE","CPI","TOT","AGRWTH","M","2021-07",1.380454,
"SWE","CPI","TOT","AGRWTH","M","2021-08",2.052986,
"SWE","CPI","TOT","AGRWTH","M","2021-09",2.511341,
"SWE","CPI","TOT","AGRWTH","M","2021-10",2.810339,
"SWE","CPI","TOT","AGRWTH","M","2021-11",3.272997,
"SWE","CPI","TOT","AGRWTH","M","2021-12",3.869276,
"SWE","CPI","TOT","AGRWTH","M","2022-01",3.688367,
"SWE","CPI","TOT","AGRWTH","M","2022-02",4.291909,
"SWE","CPI","TOT","AGRWTH","M","2022-03",5.966897,
"SWE","CPI","TOT","AGRWTH","M","2022-04",6.360725,
"SWE","CPI","TOT","AGRWTH","M","2022-05",7.26601,
"SWE","CPI","TOT","AGRWTH","M","2022-06",8.681004,
"SWE","CPI","TOT","AGRWTH","M","2022-07",8.488443,
"SWE","CPI","TOT","AGRWTH","M","2022-08",9.831681,
