"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","QGDP","TOT","PC_CHGPP","Q","2020-Q4",-1.893523513,
"AUT","QGDP","TOT","PC_CHGPP","Q","2021-Q1",-1.026954434,
"AUT","QGDP","TOT","PC_CHGPP","Q","2021-Q2",4.179374625,
"AUT","QGDP","TOT","PC_CHGPP","Q","2021-Q3",4.189127194,
"AUT","QGDP","TOT","PC_CHGPP","Q","2021-Q4",-1.279100223,
"AUT","QGDP","TOT","PC_CHGPP","Q","2022-Q1",1.320933138,
"AUT","QGDP","TOT","PC_CHGPP","Q","2022-Q2",1.883410079,
"IRL","QGDP","TOT","PC_CHGPP","Q","2020-Q1",2.651389605,
"IRL","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-5.529749738,
"IRL","QGDP","TOT","PC_CHGPP","Q","2020-Q3",13.269687138,
"IRL","QGDP","TOT","PC_CHGPP","Q","2020-Q4",-5.10338051,
"IRL","QGDP","TOT","PC_CHGPP","Q","2021-Q1",9.025170597,
"IRL","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.945770214,
"IRL","QGDP","TOT","PC_CHGPP","Q","2021-Q3",4.437428396,
"IRL","QGDP","TOT","PC_CHGPP","Q","2021-Q4",-1.853601308,
"IRL","QGDP","TOT","PC_CHGPP","Q","2022-Q1",6.188752144,
"IRL","QGDP","TOT","PC_CHGPP","Q","2022-Q2",1.781407932,
"CHE","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.505608327,
"CHE","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-7.04720949,
"CHE","QGDP","TOT","PC_CHGPP","Q","2020-Q3",7.315925031,
"CHE","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.26850127,
"CHE","QGDP","TOT","PC_CHGPP","Q","2021-Q1",-0.12146514,
"CHE","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.991400821,
"CHE","QGDP","TOT","PC_CHGPP","Q","2021-Q3",1.796021903,
"CHE","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.108312855,
"CHE","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.310132569,
"CHE","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.270087667,
"NZL","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.14640884,
"NZL","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-10.393864593,
"NZL","QGDP","TOT","PC_CHGPP","Q","2020-Q3",13.675110018,
"NZL","QGDP","TOT","PC_CHGPP","Q","2020-Q4",-0.419137035,
"NZL","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.724929595,
"NZL","QGDP","TOT","PC_CHGPP","Q","2021-Q2",2.347170606,
"NZL","QGDP","TOT","PC_CHGPP","Q","2021-Q3",-3.935433603,
"NZL","QGDP","TOT","PC_CHGPP","Q","2021-Q4",3.019312582,
"NZL","QGDP","TOT","PC_CHGPP","Q","2022-Q1",-0.236188892,
"NZL","QGDP","TOT","PC_CHGPP","Q","2022-Q2",1.713817749,
"CHN","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-10.3,
"CHN","QGDP","TOT","PC_CHGPP","Q","2020-Q2",11.7,
"CHN","QGDP","TOT","PC_CHGPP","Q","2020-Q3",3.3,
"CHN","QGDP","TOT","PC_CHGPP","Q","2020-Q4",2.4,
"CHN","QGDP","TOT","PC_CHGPP","Q","2021-Q1",0.6,
"CHN","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.5,
"CHN","QGDP","TOT","PC_CHGPP","Q","2021-Q3",0.4,
"CHN","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.4,
"CHN","QGDP","TOT","PC_CHGPP","Q","2022-Q1",1.4,
"CHN","QGDP","TOT","PC_CHGPP","Q","2022-Q2",-2.6,
"CHL","QGDP","TOT","PC_CHGPP","Q","2020-Q1",2.303187878,
"CHL","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-12.925723099,
"CHL","QGDP","TOT","PC_CHGPP","Q","2020-Q3",5.332499045,
"CHL","QGDP","TOT","PC_CHGPP","Q","2020-Q4",6.698024438,
"CHL","QGDP","TOT","PC_CHGPP","Q","2021-Q1",3.755880601,
"CHL","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.366669909,
"CHL","QGDP","TOT","PC_CHGPP","Q","2021-Q3",4.439093508,
"CHL","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.739039796,
"CHL","QGDP","TOT","PC_CHGPP","Q","2022-Q1",-0.563820431,
"CHL","QGDP","TOT","PC_CHGPP","Q","2022-Q2",-0.007022498,
"SWE","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.029107801,
"SWE","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-8.058829886,
"SWE","QGDP","TOT","PC_CHGPP","Q","2020-Q3",7.325352576,
"SWE","QGDP","TOT","PC_CHGPP","Q","2020-Q4",-0.20008411,
"SWE","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.675130075,
"SWE","QGDP","TOT","PC_CHGPP","Q","2021-Q2",0.904969576,
"SWE","QGDP","TOT","PC_CHGPP","Q","2021-Q3",1.629487795,
"SWE","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.330762771,
"SWE","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.180884256,
"SWE","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.898972664,
"FRA","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-5.588919633,
"FRA","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-13.544258243,
"FRA","QGDP","TOT","PC_CHGPP","Q","2020-Q3",18.44075568,
"FRA","QGDP","TOT","PC_CHGPP","Q","2020-Q4",-0.896633413,
"FRA","QGDP","TOT","PC_CHGPP","Q","2021-Q1",0.045911826,
"FRA","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.033615068,
"FRA","QGDP","TOT","PC_CHGPP","Q","2021-Q3",3.384893974,
"FRA","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.513238544,
"FRA","QGDP","TOT","PC_CHGPP","Q","2022-Q1",-0.248921095,
"FRA","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.537285162,
"GRC","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-2.139057538,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-13.317788502,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2020-Q3",5.43753384,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2020-Q4",4.135302252,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2021-Q1",3.196068104,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.514036687,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2021-Q3",2.432415644,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.924017156,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2022-Q1",2.873258216,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2022-Q2",1.2284964,"P"
"OECDE","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-2.628705,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-12.161259,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2020-Q3",12.380759,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.150692,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2021-Q1",0.15807,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2021-Q2",2.479978,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2021-Q3",2.210779,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.907279,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.66658,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.696624,
"G-7","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.775081,
"G-7","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-10.187738,
"G-7","QGDP","TOT","PC_CHGPP","Q","2020-Q3",9.455535,
"G-7","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.825478,
"G-7","QGDP","TOT","PC_CHGPP","Q","2021-Q1",0.558042,
"G-7","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.796877,
"G-7","QGDP","TOT","PC_CHGPP","Q","2021-Q3",0.985778,
"G-7","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.26218,
"G-7","QGDP","TOT","PC_CHGPP","Q","2022-Q1",-0.044289,
"G-7","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.203516,
"G-20","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-3.19371,
"G-20","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-6.38761,
"G-20","QGDP","TOT","PC_CHGPP","Q","2020-Q3",7.89761,
"G-20","QGDP","TOT","PC_CHGPP","Q","2020-Q4",1.85255,
"G-20","QGDP","TOT","PC_CHGPP","Q","2021-Q1",0.6327,
"G-20","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.26202,
"G-20","QGDP","TOT","PC_CHGPP","Q","2021-Q3",0.96797,
"G-20","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.7,
"G-20","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.5,
"G-20","QGDP","TOT","PC_CHGPP","Q","2022-Q2",-0.4,
"COL","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-2.029793147,
"COL","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-15.874497965,
"COL","QGDP","TOT","PC_CHGPP","Q","2020-Q3",10.646360778,
"COL","QGDP","TOT","PC_CHGPP","Q","2020-Q4",5.743915432,
"COL","QGDP","TOT","PC_CHGPP","Q","2021-Q1",3.29198819,
"COL","QGDP","TOT","PC_CHGPP","Q","2021-Q2",-2.213665304,
"COL","QGDP","TOT","PC_CHGPP","Q","2021-Q3",6.434229314,
"COL","QGDP","TOT","PC_CHGPP","Q","2021-Q4",2.859886066,
"COL","QGDP","TOT","PC_CHGPP","Q","2022-Q1",1.36431372,
"COL","QGDP","TOT","PC_CHGPP","Q","2022-Q2",1.470636796,
"EA19","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-3.397347,
"EA19","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-11.548246,
"EA19","QGDP","TOT","PC_CHGPP","Q","2020-Q3",12.648902,
"EA19","QGDP","TOT","PC_CHGPP","Q","2020-Q4",-0.344474,
"EA19","QGDP","TOT","PC_CHGPP","Q","2021-Q1",-0.100304,
"EA19","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.987189,
"EA19","QGDP","TOT","PC_CHGPP","Q","2021-Q3",2.171443,
"EA19","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.486078,
"EA19","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.665849,
"EA19","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.771455,
"LTU","QGDP","TOT","PC_CHGPP","Q","2020-Q1",0.448634294,
"LTU","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-5.346018482,
"LTU","QGDP","TOT","PC_CHGPP","Q","2020-Q3",3.692974884,
"LTU","QGDP","TOT","PC_CHGPP","Q","2020-Q4",1.798137829,
"LTU","QGDP","TOT","PC_CHGPP","Q","2021-Q1",2.211155404,
"LTU","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.63662855,
"LTU","QGDP","TOT","PC_CHGPP","Q","2021-Q3",0.738159321,
"LTU","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.114534767,
"LTU","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.55178849,
"LTU","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.339217019,
"SAU","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.332821346,
"SAU","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-4.848610902,
"SAU","QGDP","TOT","PC_CHGPP","Q","2020-Q3",0.749804648,
"SAU","QGDP","TOT","PC_CHGPP","Q","2020-Q4",2.077436621,
"SAU","QGDP","TOT","PC_CHGPP","Q","2021-Q1",-1.126194097,
"SAU","QGDP","TOT","PC_CHGPP","Q","2021-Q2",0.220955997,
"SAU","QGDP","TOT","PC_CHGPP","Q","2021-Q3",5.680977147,
"SAU","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.578321209,
"SAU","QGDP","TOT","PC_CHGPP","Q","2022-Q1",2.603867086,
"SAU","QGDP","TOT","PC_CHGPP","Q","2022-Q2",2.223281076,
"BGR","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.17184181,"P"
"BGR","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-7.281050812,"P"
"BGR","QGDP","TOT","PC_CHGPP","Q","2020-Q3",3.008565933,"P"
"BGR","QGDP","TOT","PC_CHGPP","Q","2020-Q4",1.453399696,"P"
"BGR","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.658729247,"P"
"BGR","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.041892209,"P"
"BGR","QGDP","TOT","PC_CHGPP","Q","2021-Q3",1.001716065,"P"
"BGR","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.209164292,"P"
"BGR","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.910789438,"P"
"BGR","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.782520668,"P"
"ROU","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.456540139,
"ROU","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-10.978565504,
"ROU","QGDP","TOT","PC_CHGPP","Q","2020-Q3",5.230072854,
"ROU","QGDP","TOT","PC_CHGPP","Q","2020-Q4",5.806255889,
"ROU","QGDP","TOT","PC_CHGPP","Q","2021-Q1",0.47088113,"P"
"ROU","QGDP","TOT","PC_CHGPP","Q","2021-Q2",3.098586321,"P"
"ROU","QGDP","TOT","PC_CHGPP","Q","2021-Q3",-3.678565481,"P"
"ROU","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.659065634,"P"
"ROU","QGDP","TOT","PC_CHGPP","Q","2022-Q1",5.347346551,"P"
"ROU","QGDP","TOT","PC_CHGPP","Q","2022-Q2",1.822069026,"P"
"EU27_2020","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-2.972593,
"EU27_2020","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-11.165827,
"EU27_2020","QGDP","TOT","PC_CHGPP","Q","2020-Q3",11.774905,
"EU27_2020","QGDP","TOT","PC_CHGPP","Q","2020-Q4",-0.158173,
"EU27_2020","QGDP","TOT","PC_CHGPP","Q","2021-Q1",0.087816,
"EU27_2020","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.969996,
"EU27_2020","QGDP","TOT","PC_CHGPP","Q","2021-Q3",2.038668,
"EU27_2020","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.651523,
"EU27_2020","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.775958,
"EU27_2020","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.686324,
"CRI","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.109090106,
"CRI","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-8.067674756,
"CRI","QGDP","TOT","PC_CHGPP","Q","2020-Q3",1.826708925,
"CRI","QGDP","TOT","PC_CHGPP","Q","2020-Q4",4.327791627,
"CRI","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.954045825,
"CRI","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.825480528,
"CRI","QGDP","TOT","PC_CHGPP","Q","2021-Q3",4.357929112,
"CRI","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.642233967,
"CRI","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.977204159,
"CRI","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.700655131,
"HRV","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.737653705,"P"
"HRV","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-14.072160264,"P"
"HRV","QGDP","TOT","PC_CHGPP","Q","2020-Q3",3.59741471,"P"
"HRV","QGDP","TOT","PC_CHGPP","Q","2020-Q4",5.255295869,"P"
"HRV","QGDP","TOT","PC_CHGPP","Q","2021-Q1",5.928698687,"P"
"HRV","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.042489032,"P"
"HRV","QGDP","TOT","PC_CHGPP","Q","2021-Q3",1.792712779,"P"
"HRV","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.054359338,"P"
"HRV","QGDP","TOT","PC_CHGPP","Q","2022-Q1",2.781005043,"P"
"HRV","QGDP","TOT","PC_CHGPP","Q","2022-Q2",1.957961461,"P"
